,movie,year,imdb,metascore,votes,n_imdb
1051,Step Up,2006,6.5,48,98033,65.0
1052,Miami Vice,2006,6.0,65,97651,60.0
1053,Little Children,2006,7.6,75,96485,76.0
1054,The Fall,2006,7.9,64,95321,79.0
1055,A Scanner Darkly,2006,7.1,73,94820,71.0
1056,Flushed Away,2006,6.6,74,92866,66.0
1057,The Queen,2006,7.3,91,91774,73.0
1058,Alpha Dog,2006,6.9,53,91643,69.0
1059,Running Scared,2006,7.4,41,91189,74.0
1060,Tenacious D in The Pick of Destiny,2006,6.8,55,91098,68.0
1061,The Good Shepherd,2006,6.7,61,90430,67.0
1062,Rescue Dawn,2006,7.3,77,89779,73.0
1063,United 93,2006,7.6,90,87923,76.0
1064,Poseidon,2006,5.6,50,86728,56.0
1065,Marie Antoinette,2006,6.4,65,86210,64.0
1066,Lady in the Water,2006,5.6,36,84331,56.0
1067,Volver,2006,7.6,84,82270,76.0
1068,The Painted Veil,2006,7.5,69,81879,75.0
1069,Monster House,2006,6.6,68,80202,66.0
1070,The Guardian,2006,6.9,53,79194,69.0
1071,Gwoemul,2006,7.0,85,76900,70.0
1072,A Good Year,2006,6.9,47,76647,69.0
1073,Cashback,2006,7.2,54,76316,72.0
1074,Half Nelson,2006,7.2,85,75709,72.0
1075,Ultraviolet,2006,4.4,18,73449,44.0
1076,An Inconvenient Truth,2006,7.5,75,73148,75.0
1077,Scoop,2006,6.7,48,71978,67.0
1078,"You, Me and Dupree",2006,5.6,46,71630,56.0
1079,John Tucker Must Die,2006,5.8,41,71541,58.0
1080,Open Season,2006,6.2,49,71452,62.0
1081,World Trade Center,2006,6.0,66,70842,60.0
1082,Grandma's Boy,2006,7.0,33,70765,70.0
1083,The Pink Panther,2006,5.6,38,70364,56.0
1084,Nacho Libre,2006,5.7,52,69977,57.0
1085,Notes on a Scandal,2006,7.4,73,67487,74.0
1086,Huo yuanjia,2006,7.7,70,65747,77.0
1087,Slither,2006,6.5,69,65720,65.0
1088,The Black Dahlia,2006,5.6,49,65715,56.0
1089,"Paris, je t'aime",2006,7.3,66,65456,73.0
1090,Zwartboek,2006,7.8,71,64217,78.0
1091,La science des rêves,2006,7.3,70,63754,73.0
1092,Failure to Launch,2006,5.6,47,62548,56.0
1093,Dreamgirls,2006,6.5,76,60291,65.0
1094,The Texas Chainsaw Massacre: The Beginning,2006,5.9,30,60207,59.0
1095,Jackass Number Two,2006,7.1,66,59537,71.0
1096,Beerfest,2006,6.3,46,57144,63.0
1097,The Wicker Man,2006,3.7,36,56419,37.0
1098,My Super Ex-Girlfriend,2006,5.1,50,56242,51.0
1099,Invincible,2006,7.1,63,55983,71.0
1100,Black Snake Moan,2006,7.0,52,55696,70.0
1101,Penelope,2006,6.8,48,53947,68.0
1102,Eight Below,2006,7.3,64,52536,73.0
1103,Date Movie,2006,2.7,11,52412,27.0
1104,Papurika,2006,7.7,81,52163,77.0
1105,Firewall,2006,5.8,45,51885,58.0
1106,The Omen,2006,5.5,43,51102,55.0
1107,We Are Marshall,2006,7.1,53,50308,71.0
1108,RV,2006,5.5,33,49311,55.0
1109,Wristcutters: A Love Story,2006,7.4,62,48694,74.0
1110,Just My Luck,2006,5.4,29,47431,54.0
1111,Tristan + Isolde,2006,6.9,49,47022,69.0
1112,Inland Empire,2006,7.0,72,45813,70.0
1113,The Sentinel,2006,6.1,49,44041,61.0
1114,The Benchwarmers,2006,5.6,25,43022,56.0
1115,Littleman,2006,4.3,26,42540,43.0
1116,Ne le dis à personne,2006,7.5,82,42226,75.0
1117,The Covenant,2006,5.3,19,41624,53.0
1118,The Grudge 2,2006,5.0,33,41536,50.0
1119,DOA: Dead or Alive,2006,4.8,38,40051,48.0
1120,The Wind That Shakes the Barley,2006,7.5,82,39564,75.0
1121,Employee of the Month,2006,5.5,36,39430,55.0
1122,Bobby,2006,7.0,54,39166,70.0
1123,The Last Kiss,2006,6.5,57,38974,65.0
1124,Candy,2006,7.3,57,38279,73.0
1125,Man cheng jin dai huang jin jia,2006,7.0,70,38214,70.0
1126,When a Stranger Calls,2006,5.1,27,37473,51.0
1127,Flyboys,2006,6.6,47,37441,66.0
1128,Glory Road,2006,7.2,58,37246,72.0
1129,Black Sheep,2006,5.8,62,36211,58.0
1130,Gridiron Gang,2006,6.9,52,35926,69.0
1131,Big Momma's House 2,2006,4.6,34,34769,46.0
1132,Southland Tales,2006,5.5,44,33729,55.0
1133,Severance,2006,6.5,62,33273,65.0
1134,Aquamarine,2006,5.3,51,33131,53.0
1135,Basic Instinct 2,2006,4.2,26,32962,42.0
1136,Turistas,2006,5.3,36,32658,53.0
1137,The Ant Bully,2006,5.9,59,32095,59.0
1138,Dnevnoy dozor,2006,6.5,59,30948,65.0
1139,Garfield: A Tail of Two Kitties,2006,5.0,37,30934,50.0
1140,Charlotte's Web,2006,6.3,68,30534,63.0
1141,Hollywoodland,2006,6.5,62,30349,65.0
1142,Find Me Guilty,2006,7.1,65,29674,71.0
1143,Bug,2006,6.1,62,29462,61.0
1144,Man of the Year,2006,6.2,39,29123,62.0
1145,The Marine,2006,4.7,45,28989,47.0
1146,Shortbus,2006,6.5,64,28889,65.0
1147,Efter brylluppet,2006,7.8,78,27685,78.0
1148,All the Boys Love Mandy Lane,2006,5.6,44,27470,56.0
1149,Hors de prix,2006,7.0,72,27466,70.0
1150,School for Scoundrels,2006,5.9,44,27255,59.0
1151,Unknown,2006,6.5,44,27073,65.0
1152,Stay Alive,2006,5.1,24,27017,51.0
1153,Goya's Ghosts,2006,6.9,52,26432,69.0
1154,Gedo senki,2006,6.5,47,26213,65.0
1155,Fido,2006,6.7,70,26131,67.0
1156,This Film Is Not Yet Rated,2006,7.5,75,26080,75.0
1157,Seraphim Falls,2006,6.7,62,26056,67.0
1158,Ils,2006,6.5,60,26041,65.0
1159,Pulse,2006,4.7,27,25994,47.0
1160,Miss Potter,2006,7.0,57,25184,70.0
1161,Hatchet,2006,5.7,57,24807,57.0
1162,No Country for Old Men,2007,8.1,91,683223,81.0
1163,I Am Legend,2007,7.2,65,582525,72.0
1164,Transformers,2007,7.1,61,542438,71.0
1165,The Bourne Ultimatum,2007,8.1,85,539586,81.0
1166,Ratatouille,2007,8.0,96,518957,80.0
1167,Pirates of the Caribbean: At World's End,2007,7.1,50,516409,71.0
1168,Into the Wild,2007,8.1,73,474537,81.0
1169,Superbad,2007,7.6,76,452206,76.0
1170,Juno,2007,7.5,81,440748,75.0
1171,Spider-Man 3,2007,6.2,59,418499,62.0
1172,There Will Be Blood,2007,8.1,93,414856,81.0
1173,Harry Potter and the Order of the Phoenix,2007,7.5,71,399035,75.0
1174,Hot Fuzz,2007,7.9,81,387303,79.0
1175,Live Free or Die Hard,2007,7.2,69,353222,72.0
1176,Zodiac,2007,7.7,78,345954,77.0
1177,American Gangster,2007,7.8,76,344045,78.0
1178,Knocked Up,2007,7.0,85,314551,70.0
1179,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,302849,74.0
1180,The Simpsons Movie,2007,7.4,80,274366,74.0
1181,Shooter,2007,7.2,53,274104,72.0
1182,3:10 to Yuma,2007,7.7,76,253284,77.0
1183,The Mist,2007,7.2,58,240722,72.0
1184,Shrek the Third,2007,6.1,58,231180,61.0
1185,1408,2007,6.8,64,227469,68.0
1186,28 Weeks Later,2007,7.0,78,226820,70.0
1187,Stardust,2007,7.7,66,224833,77.0
1188,4: Rise of the Silver Surfer,2007,5.6,45,224400,56.0
1189,Gone Baby Gone,2007,7.7,72,214156,77.0
1190,Atonement,2007,7.8,85,208326,78.0
1191,Sunshine,2007,7.3,64,204955,73.0
1192,Eastern Promises,2007,7.7,82,202198,77.0
1193,The Bucket List,2007,7.4,42,199469,74.0
1194,Disturbia,2007,6.9,62,196988,69.0
1195,Paranormal Activity,2007,6.3,68,196510,63.0
1196,Ghost Rider,2007,5.2,35,194855,52.0
1197,National Treasure: Book of Secrets,2007,6.5,48,193630,65.0
1198,P.S. I Love You,2007,7.1,39,180738,71.0
1199,Resident Evil: Extinction,2007,6.3,41,163278,63.0
1200,Grindhouse,2007,7.6,77,162789,76.0
1201,The Golden Compass,2007,6.1,51,157826,61.0
1202,Fracture,2007,7.2,68,153684,72.0
1203,Enchanted,2007,7.1,75,153633,71.0
1204,The Darjeeling Limited,2007,7.2,67,150557,72.0
1205,Beowulf,2007,6.2,59,148549,62.0
1206,30 Days of Night,2007,6.6,53,147282,66.0
1207,Hitman,2007,6.3,35,147122,63.0
1208,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,68,147075,75.0
1209,Michael Clayton,2007,7.3,82,141160,73.0
1210,Blades of Glory,2007,6.3,64,137956,63.0
1211,Shoot 'Em Up,2007,6.7,49,135153,67.0
1212,Next,2007,6.2,42,132232,62.0
1213,Rush Hour 3,2007,6.2,44,130714,62.0
1214,Mr. Brooks,2007,7.3,45,130234,73.0
1215,El orfanato,2007,7.5,74,128724,75.0
1216,I Now Pronounce You Chuck & Larry,2007,6.0,37,126472,60.0
1217,Lars and the Real Girl,2007,7.4,70,122934,74.0
1218,Evan Almighty,2007,5.4,37,121842,54.0
1219,Bridge to Terabithia,2007,7.2,74,120520,72.0
1220,Saw IV,2007,5.9,36,120514,59.0
1221,Bee Movie,2007,6.1,54,115920,61.0
1222,The Kingdom,2007,7.1,56,106545,71.0
1223,Hairspray,2007,6.7,81,105024,67.0
1224,Wild Hogs,2007,5.9,27,104476,59.0
1225,AVPR: Aliens vs Predator - Requiem,2007,4.7,29,100496,47.0
1226,Once,2007,7.9,88,99111,79.0
1227,Across the Universe,2007,7.4,56,96788,74.0
1228,Mr. Bean's Holiday,2007,6.3,56,96578,63.0
1229,Death at a Funeral,2007,7.4,67,95544,74.0
1230,Charlie Wilson's War,2007,7.1,69,94368,71.0
1231,Le scaphandre et le papillon,2007,8.0,92,94276,80.0
1232,Halloween,2007,6.1,47,94231,61.0
1233,Epic Movie,2007,2.3,17,93699,23.0
1234,August Rush,2007,7.5,38,93265,75.0
1235,Hannibal Rising,2007,6.2,35,92037,62.0
1236,Dan in Real Life,2007,6.8,65,90088,68.0
1237,Reign Over Me,2007,7.5,61,87074,75.0
1238,Tropa de Elite,2007,8.1,33,87073,81.0
1239,Music and Lyrics,2007,6.5,59,86548,65.0
1240,Before the Devil Knows You're Dead,2007,7.3,84,85950,73.0
1241,Vacancy,2007,6.2,54,84388,62.0
1242,Good Luck Chuck,2007,5.6,19,77739,56.0
1243,War,2007,6.3,36,76732,63.0
1244,Funny Games,2007,6.5,44,76390,65.0
1245,The Heartbreak Kid,2007,5.8,46,76127,58.0
1246,Persepolis,2007,8.1,90,76110,81.0
1247,We Own the Night,2007,6.9,59,75880,69.0
1248,Hostel: Part II,2007,5.5,46,75044,55.0
1249,Dead Silence,2007,6.2,34,73540,62.0
1250,Meet the Robinsons,2007,6.9,61,73260,69.0
1251,La môme,2007,7.6,66,71699,76.0
1252,The Kite Runner,2007,7.6,61,71278,76.0
1253,Sicko,2007,8.0,74,69377,80.0
1254,88 Minutes,2007,5.9,17,68754,59.0
1255,The Invasion,2007,5.9,45,68076,59.0
1256,Awake,2007,6.5,33,66445,65.0
1257,Premonition,2007,5.9,29,65515,59.0
1258,Hot Rod,2007,6.7,43,64823,67.0
1259,Death Sentence,2007,6.8,36,63187,68.0
1260,In the Valley of Elah,2007,7.2,65,62981,72.0
1261,No Reservations,2007,6.3,50,62584,63.0
1262,Alvin and the Chipmunks,2007,5.2,39,62404,52.0
1263,Run Fatboy Run,2007,6.6,48,61000,66.0
1264,Charlie Bartlett,2007,7.0,54,58688,70.0
1265,Walk Hard: The Dewey Cox Story,2007,6.8,63,58343,68.0
1266,Chak De! India,2007,8.3,68,58282,83.0
1267,Elizabeth: The Golden Age,2007,6.9,45,58270,69.0
1268,Surf's Up,2007,6.7,64,58085,67.0
1269,Freedom Writers,2007,7.5,64,57106,75.0
1270,Norbit,2007,4.0,27,56903,40.0
1271,TMNT,2007,6.3,41,55894,63.0
1272,Control,2007,7.7,78,54562,77.0
1273,Breach,2007,7.0,74,53842,70.0
1274,The Hills Have Eyes II,2007,5.1,32,53291,51.0
1275,The Brave One,2007,6.8,56,53051,68.0
1276,The Lookout,2007,7.1,73,52845,71.0
1277,The Nanny Diaries,2007,6.2,46,51153,62.0
1278,I'm Not There.,2007,7.0,73,50755,70.0
1279,Becoming Jane,2007,7.1,55,50541,71.0
1280,The Great Debaters,2007,7.6,65,50456,76.0
1281,Rendition,2007,6.8,55,49771,68.0
1282,"4 luni, 3 saptamâni si 2 zile",2007,7.9,97,48566,79.0
1283,The Game Plan,2007,6.2,44,48186,62.0
1284,Los cronocrímenes,2007,7.2,68,46986,72.0
1285,My Blueberry Nights,2007,6.7,52,46864,67.0
1286,The Condemned,2007,6.1,23,46722,61.0
1287,Cassandra's Dream,2007,6.7,49,46190,67.0
1288,Lions for Lambs,2007,6.2,47,43050,62.0
1289,Diary of the Dead,2007,5.7,66,42463,57.0
1290,Sydney White,2007,6.3,45,40308,63.0
1291,In the Name of the King: A Dungeon Siege Tale,2007,3.8,15,40079,38.0
1292,Mongol,2007,7.3,74,39774,73.0
1293,Perfect Stranger,2007,5.7,31,39739,57.0
1294,Waitress,2007,7.0,75,39367,70.0
1295,The Reaping,2007,5.7,36,39059,57.0
1296,Pathfinder,2007,5.4,29,38939,54.0
1297,The Visitor,2007,7.7,79,38779,77.0
1298,Die Fälscher,2007,7.6,78,38668,76.0
1299,Mr. Magorium's Wonder Emporium,2007,6.2,48,37634,62.0
1300,Balls of Fury,2007,5.3,38,37320,53.0
1301,The Hitcher,2007,5.6,28,36758,56.0
1302,Teeth,2007,5.4,57,36503,54.0
1303,The Messengers,2007,5.4,34,35107,54.0
1304,Boy A,2007,7.7,75,34476,77.0
1305,Cleaner,2007,6.1,49,34151,61.0
1306,Because I Said So,2007,5.6,26,34002,56.0
1307,Fred Claus,2007,5.6,42,33923,56.0
1308,License to Wed,2007,5.3,25,33859,53.0
1309,The Water Horse,2007,6.5,71,33710,65.0
1310,The Savages,2007,7.2,85,33186,72.0
1311,The King of Kong,2007,8.2,83,32511,82.0
1312,"Se, jie",2007,7.6,61,32428,76.0
1313,The Invisible,2007,6.3,36,32310,63.0
1314,Mr. Woodcock,2007,5.1,41,32297,51.0
1315,The Air I Breathe,2007,6.9,37,32175,69.0
1316,The Last Legion,2007,5.4,37,31083,54.0
1317,The Nines,2007,6.4,52,30108,64.0
1318,In the Land of Women,2007,6.5,47,28903,65.0
1319,Son of Rambow,2007,7.0,66,28380,70.0
1320,2 Days in Paris,2007,6.8,67,28003,68.0
1321,P2,2007,5.9,37,27492,59.0
1322,Sleuth,2007,6.5,49,27421,65.0
1323,Auf der anderen Seite,2007,7.9,85,27368,79.0
1324,Paranoid Park,2007,6.7,83,26323,67.0
1325,Things We Lost in the Fire,2007,7.2,63,25415,72.0
1326,The Dark Knight,2008,9.0,82,1848481,90.0
1327,WALL·E,2008,8.4,95,804345,84.0
1328,Iron Man,2008,7.9,79,759146,79.0
1329,Slumdog Millionaire,2008,8.0,86,692880,80.0
1330,Gran Torino,2008,8.2,72,612501,82.0
1331,Taken,2008,7.8,50,511114,78.0
1332,The Curious Case of Benjamin Button,2008,7.8,70,498128,78.0
1333,Hancock,2008,6.4,49,376785,64.0
1334,Twilight,2008,5.2,56,367745,52.0
1335,The Hurt Locker,2008,7.6,94,360875,76.0
1336,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,360120,62.0
1337,Quantum of Solace,2008,6.6,58,354937,66.0
1338,The Incredible Hulk,2008,6.8,61,352057,68.0
1339,Kung Fu Panda,2008,7.6,73,340888,76.0
1340,In Bruges,2008,7.9,67,329518,79.0
1341,Tropic Thunder,2008,7.0,71,328908,70.0
1342,Cloverfield,2008,7.0,64,321162,70.0
1343,Wanted,2008,6.7,64,318688,67.0
1344,Yes Man,2008,6.8,46,290293,68.0
1345,Pineapple Express,2008,7.0,64,273939,70.0
1346,Burn After Reading,2008,7.0,63,265626,70.0
1347,The Wrestler,2008,7.9,81,264894,79.0
1348,Jumper,2008,6.1,35,257270,61.0
1349,Seven Pounds,2008,7.7,36,250781,77.0
1350,Forgetting Sarah Marshall,2008,7.2,67,230805,72.0
1351,Step Brothers,2008,6.9,51,228347,69.0
1352,Hellboy II: The Golden Army,2008,7.0,78,222104,70.0
1353,Vicky Cristina Barcelona,2008,7.1,70,213595,71.0
1354,Changeling,2008,7.8,63,210518,78.0
1355,RocknRolla,2008,7.3,53,207926,73.0
1356,The Reader,2008,7.6,58,203015,76.0
1357,Role Models,2008,6.9,61,202505,69.0
1358,21,2008,6.8,48,202316,68.0
1359,Valkyrie,2008,7.1,56,198303,71.0
1360,Rambo,2008,7.0,46,190577,70.0
1361,Body of Lies,2008,7.1,57,186242,71.0
1362,Yip Man,2008,8.1,59,185184,81.0
1363,Låt den rätte komma in,2008,7.9,82,184364,79.0
1364,Get Smart,2008,6.5,54,177321,65.0
1365,Death Race,2008,6.4,43,176985,64.0
1366,The Happening,2008,5.0,34,174558,50.0
1367,You Don't Mess with the Zohan,2008,5.5,54,166677,55.0
1368,The Chronicles of Narnia: Prince Caspian,2008,6.6,62,163554,66.0
1369,Revolutionary Road,2008,7.3,69,163093,73.0
1370,Madagascar: Escape 2 Africa,2008,6.7,61,162925,67.0
1371,Bolt,2008,6.9,67,159307,69.0
1372,The Bank Job,2008,7.3,69,159248,73.0
1373,Eagle Eye,2008,6.6,43,158810,66.0
1374,Mamma Mia!,2008,6.4,51,157949,64.0
1375,Zack and Miri Make a Porno,2008,6.6,56,157211,66.0
1376,The Boy in the Striped Pyjamas,2008,7.8,55,150472,78.0
1377,What Happens in Vegas,2008,6.1,36,149421,61.0
1378,The Day the Earth Stood Still,2008,5.5,40,147032,55.0
1379,Milk,2008,7.6,84,145897,76.0
1380,Transporter 3,2008,6.1,51,136842,61.0
1381,"Definitely, Maybe",2008,7.2,59,135596,72.0
1382,27 Dresses,2008,6.1,47,133993,61.0
1383,Vantage Point,2008,6.6,40,133155,66.0
1384,The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,129089,52.0
1385,Marley & Me,2008,7.1,53,126112,71.0
1386,Defiance,2008,7.2,58,123761,72.0
1387,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57,119425,66.0
1388,"10,000 BC",2008,5.1,34,114394,51.0
1389,Horton Hears a Who!,2008,6.8,71,113553,68.0
1390,Max Payne,2008,5.4,31,112535,54.0
1391,Australia,2008,6.6,53,107949,66.0
1392,Doubt,2008,7.5,68,106227,75.0
1393,Sex and the City,2008,5.5,53,104401,55.0
1394,The Strangers,2008,6.2,47,99422,62.0
1395,Street Kings,2008,6.8,55,98662,68.0
1396,Bronson,2008,7.1,71,98079,71.0
1397,Saw V,2008,5.8,20,96854,58.0
1398,Gake no ue no Ponyo,2008,7.7,86,95178,77.0
1399,Journey to the Center of the Earth,2008,5.8,57,94408,58.0
1400,Meet the Spartans,2008,2.7,9,93112,27.0
1401,The Forbidden Kingdom,2008,6.6,57,92506,66.0
1402,Frost/Nixon,2008,7.7,80,92472,77.0
1403,Mirrors,2008,6.2,35,91929,62.0
1404,The Other Boleyn Girl,2008,6.7,50,90049,67.0
1405,Babylon A.D.,2008,5.6,26,85871,56.0
1406,Never Back Down,2008,6.6,39,85746,66.0
1407,Be Kind Rewind,2008,6.4,52,82940,64.0
1408,The X Files: I Want to Believe,2008,5.9,47,81858,59.0
1409,Nick and Norah's Infinite Playlist,2008,6.7,64,79199,67.0
1410,Disaster Movie,2008,1.9,15,78311,19.0
1411,Bedtime Stories,2008,6.1,33,76980,61.0
1412,Righteous Kill,2008,6.0,36,76681,60.0
1413,Sex Drive,2008,6.5,49,76138,65.0
1414,The Spiderwick Chronicles,2008,6.6,62,74706,66.0
1415,Step Up 2: The Streets,2008,6.2,50,72023,62.0
1416,Semi-Pro,2008,5.8,47,70578,58.0
1417,Felon,2008,7.5,58,69187,75.0
1418,The House Bunny,2008,5.5,55,68694,55.0
1419,The Duchess,2008,6.9,62,66681,69.0
1420,Outlander,2008,6.3,40,66350,63.0
1421,Doomsday,2008,6.0,51,65652,60.0
1422,Fool's Gold,2008,5.7,29,64310,57.0
1423,"Synecdoche, New York",2008,7.5,67,63896,75.0
1424,Sunshine Cleaning,2008,6.9,61,63780,69.0
1425,Eden Lake,2008,6.8,65,63764,68.0
1426,How to Lose Friends & Alienate People,2008,6.5,35,63430,65.0
1427,Ghost Town,2008,6.7,72,63219,67.0
1428,The Ruins,2008,5.9,44,62780,59.0
1429,Blindness,2008,6.6,45,62521,66.0
1430,Quarantine,2008,6.0,53,61325,60.0
1431,Speed Racer,2008,6.0,37,61222,60.0
1432,Made of Honor,2008,5.9,37,58600,59.0
1433,Hunger,2008,7.6,82,56430,76.0
1434,City of Ember,2008,6.5,58,56350,65.0
1435,The Spirit,2008,4.8,30,55681,48.0
1436,Superhero Movie,2008,4.5,33,55611,45.0
1437,Pride and Glory,2008,6.7,45,55131,67.0
1438,Religulous,2008,7.7,56,54449,77.0
1439,Appaloosa,2008,6.8,64,52987,68.0
1440,Punisher: War Zone,2008,6.0,30,52695,60.0
1441,Drillbit Taylor,2008,5.7,41,52683,57.0
1442,Four Christmases,2008,5.6,41,52297,56.0
1443,The Midnight Meat Train,2008,6.1,58,51618,61.0
1444,Traitor,2008,7.0,60,51064,70.0
1445,Bangkok Dangerous,2008,5.4,24,50471,54.0
1446,Vals Im Bashir,2008,8.0,91,49124,80.0
1447,High School Musical 3: Senior Year,2008,4.6,57,47762,46.0
1448,The Eye,2008,5.4,36,46566,54.0
1449,"Food, Inc.",2008,7.8,80,45614,78.0
1450,Man on Wire,2008,7.8,89,45257,78.0
1451,The Love Guru,2008,3.8,24,45114,38.0
1452,Transsiberian,2008,6.7,72,45084,67.0
1453,The Brothers Bloom,2008,6.8,55,43835,68.0
1454,Lakeview Terrace,2008,6.1,47,43056,61.0
1455,Rachel Getting Married,2008,6.7,82,43022,67.0
1456,Untraceable,2008,6.2,32,42970,62.0
1457,Chugyeogja,2008,7.9,64,42872,79.0
1458,W.,2008,6.3,56,42581,63.0
1459,Okuribito,2008,8.1,68,41546,81.0
1460,"New York, I Love You",2008,6.3,49,41358,63.0
1461,Gomorra,2008,7.0,87,40776,70.0
1462,Chi bi,2008,7.4,73,39158,74.0
1463,My Best Friend's Girl,2008,5.9,34,38953,59.0
1464,Baby Mama,2008,6.0,55,36106,60.0
1465,JCVD,2008,7.2,64,34668,72.0
1466,Deception,2008,6.1,31,34486,61.0
1467,The Hottie & the Nottie,2008,1.9,7,34284,19.0
1468,The Rocker,2008,6.2,53,33864,62.0
1469,Happy-Go-Lucky,2008,7.0,84,33675,70.0
1470,Meet Dave,2008,4.9,43,33624,49.0
1471,The Tale of Despereaux,2008,6.1,53,32570,61.0
1472,Nothing But the Truth,2008,7.2,64,32377,72.0
1473,Der Baader Meinhof Komplex,2008,7.4,76,31651,74.0
1474,Two Lovers,2008,7.1,74,31632,71.0
1475,Entre les murs,2008,7.5,92,30852,75.0
1476,Passengers,2008,5.9,40,29894,59.0
1477,Nim's Island,2008,6.0,55,29688,60.0
1478,Prom Night,2008,3.9,17,29520,39.0
1479,Choke,2008,6.5,47,29513,65.0
1480,Chaos Theory,2008,6.7,44,29156,67.0
1481,Che: Part Two,2008,6.9,64,29008,69.0
1482,Leatherheads,2008,6.0,56,28791,60.0
1483,Splinter,2008,6.1,58,28785,61.0
1484,Shutter,2008,5.2,37,28740,52.0
1485,Joheunnom nabbeunnom isanghannom,2008,7.3,69,28466,73.0
1486,L'instinct de mort,2008,7.6,71,28359,76.0
1487,Pathology,2008,6.0,55,28151,60.0
1488,One Missed Call,2008,4.0,24,28024,40.0
1489,Ong-bak 2,2008,6.2,47,26306,62.0
1490,Dear Zachary: A Letter to a Son About His Father,2008,8.6,82,25527,86.0
1491,L'ennemi public n°1,2008,7.5,72,25149,75.0
1492,Pontypool,2008,6.7,54,24694,67.0
1493,Inglourious Basterds,2009,8.3,69,994564,83.0
1494,Avatar,2009,7.8,83,958820,78.0
1495,Up,2009,8.3,88,747668,83.0
1496,The Hangover,2009,7.8,73,625099,78.0
1497,District 9,2009,8.0,81,568611,80.0
1498,Star Trek,2009,8.0,82,534260,80.0
1499,Sherlock Holmes,2009,7.6,57,513549,76.0
1500,Zombieland,2009,7.7,73,421215,77.0
1501,Watchmen,2009,7.6,56,420607,76.0
1502,(500) Days of Summer,2009,7.7,76,409576,77.0
1503,X-Men Origins: Wolverine,2009,6.7,40,399458,67.0
1504,Harry Potter and the Half-Blood Prince,2009,7.5,78,364527,75.0
1505,2012,2009,5.8,49,304968,58.0
1506,Terminator Salvation,2009,6.6,49,302788,66.0
1507,Moon,2009,7.9,67,284937,79.0
1508,Up in the Air,2009,7.4,83,284196,74.0
1509,3 Idiots,2009,8.4,67,253054,84.0
1510,The Proposal,2009,6.7,48,248518,67.0
1511,Public Enemies,2009,7.0,70,245141,70.0
1512,The Blind Side,2009,7.7,53,243779,77.0
1513,Angels & Demons,2009,6.7,48,233846,67.0
1514,Law Abiding Citizen,2009,7.4,34,233324,74.0
1515,The Twilight Saga: New Moon,2009,4.6,44,233109,46.0
1516,Fast & Furious,2009,6.6,46,224039,66.0
1517,Knowing,2009,6.2,41,197598,62.0
1518,The Road,2009,7.3,64,192004,73.0
1519,Män som hatar kvinnor,2009,7.8,76,185761,78.0
1520,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,183425,70.0
1521,G.I. Joe: The Rise of Cobra,2009,5.8,32,183098,58.0
1522,The Ugly Truth,2009,6.5,28,176685,65.0
1523,"I Love You, Man",2009,7.0,70,175507,70.0
1524,Mr. Nobody,2009,7.9,63,174581,79.0
1525,Cloudy with a Chance of Meatballs,2009,7.0,66,167994,70.0
1526,Drag Me to Hell,2009,6.6,83,167352,66.0
1527,Coraline,2009,7.7,80,162434,77.0
1528,The Taking of Pelham 123,2009,6.4,55,161193,64.0
1529,Orphan,2009,7.0,42,158777,70.0
1530,Surrogates,2009,6.3,45,157552,63.0
1531,17 Again,2009,6.4,48,155888,64.0
1532,Fantastic Mr. Fox,2009,7.8,83,155194,78.0
1533,El secreto de sus ojos,2009,8.2,80,150786,82.0
1534,Night at the Museum: Battle of the Smithsonian,2009,5.9,42,144417,59.0
1535,He's Just Not That Into You,2009,6.4,47,140446,64.0
1536,Adventureland,2009,6.8,76,139410,68.0
1537,The Lovely Bones,2009,6.7,42,133616,67.0
1538,Underworld: Rise of the Lycans,2009,6.6,44,133069,66.0
1539,Invictus,2009,7.4,74,132823,74.0
1540,The Imaginarium of Doctor Parnassus,2009,6.8,65,132048,68.0
1541,Pandorum,2009,6.8,28,129460,68.0
1542,Brüno,2009,5.8,54,126178,58.0
1543,Monsters vs. Aliens,2009,6.5,56,124471,65.0
1544,The Time Traveler's Wife,2009,7.1,47,123418,71.0
1545,Crank: High Voltage,2009,6.2,41,122088,62.0
1546,State of Play,2009,7.1,64,119102,71.0
1547,Gamer,2009,5.8,27,118815,58.0
1548,9,2009,7.1,60,117634,71.0
1549,An Education,2009,7.3,85,117442,73.0
1550,The Men Who Stare at Goats,2009,6.2,54,115058,62.0
1551,Daybreakers,2009,6.5,57,110854,65.0
1552,A Serious Man,2009,7.0,79,110604,70.0
1553,Funny People,2009,6.3,60,104516,63.0
1554,The Invention of Lying,2009,6.4,58,99907,64.0
1555,Jennifer's Body,2009,5.1,47,98688,51.0
1556,The Princess and the Frog,2009,7.1,73,98385,71.0
1557,Antichrist,2009,6.6,49,96877,66.0
1558,The Boat That Rocked,2009,7.4,58,96092,74.0
1559,Push,2009,6.1,36,95615,61.0
1560,Brothers,2009,7.1,58,95387,71.0
1561,Precious,2009,7.3,79,93751,73.0
